message_id,channel_name,image_path,detection_count,detected_classes,image_category,confidence_score,has_person,has_product,processed_at
22147,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22147.jpg,1,bottle,product_display,0.38477855920791626,False,True,2026-01-20T20:04:26.214118
22148,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22148.jpg,2,person,lifestyle,0.4608868509531021,True,False,2026-01-20T20:04:26.459510
22149,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22149.jpg,1,bottle,product_display,0.9318896532058716,False,True,2026-01-20T20:04:26.789883
22150,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22150.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:27.070574
22151,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22151.jpg,2,"bottle, dining table",product_display,0.6212539374828339,False,True,2026-01-20T20:04:27.293340
22152,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22152.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:27.523988
22153,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22153.jpg,1,clock,other,0.36091986298561096,False,False,2026-01-20T20:04:27.755670
22154,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22154.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:27.990701
22155,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22155.jpg,1,refrigerator,other,0.38142117857933044,False,False,2026-01-20T20:04:28.246374
22156,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22156.jpg,1,refrigerator,other,0.45795008540153503,False,False,2026-01-20T20:04:28.472960
22157,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22157.jpg,1,refrigerator,other,0.499969482421875,False,False,2026-01-20T20:04:28.699814
22158,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22158.jpg,1,refrigerator,other,0.3571476936340332,False,False,2026-01-20T20:04:28.972145
22159,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22159.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:29.222919
22160,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22160.jpg,1,bottle,product_display,0.5016388893127441,False,True,2026-01-20T20:04:29.425192
22161,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22161.jpg,1,refrigerator,other,0.28109970688819885,False,False,2026-01-20T20:04:29.681630
22162,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22162.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:29.895885
22163,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22163.jpg,1,dining table,other,0.2931026518344879,False,False,2026-01-20T20:04:30.095543
22164,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22164.jpg,1,bottle,product_display,0.7241195440292358,False,True,2026-01-20T20:04:30.302061
22165,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22165.jpg,1,bottle,product_display,0.5719423890113831,False,True,2026-01-20T20:04:30.496491
22166,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22166.jpg,1,bottle,product_display,0.9162954688072205,False,True,2026-01-20T20:04:30.684514
22167,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22167.jpg,2,"bottle, cell phone",product_display,0.5166041105985641,False,True,2026-01-20T20:04:30.888107
22168,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22168.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:31.143589
22169,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22169.jpg,1,book,other,0.2753816545009613,False,False,2026-01-20T20:04:31.404712
22170,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22170.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:31.608145
22171,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22171.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:31.962052
22172,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22172.jpg,1,bottle,product_display,0.2802514433860779,False,True,2026-01-20T20:04:32.222988
22173,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22173.jpg,1,bottle,product_display,0.501695454120636,False,True,2026-01-20T20:04:32.469851
22174,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22174.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:32.770880
22175,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22175.jpg,1,bottle,product_display,0.7726436853408813,False,True,2026-01-20T20:04:33.036770
22176,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22176.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:33.288420
22177,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22177.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:33.518545
22178,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22178.jpg,0,none,other,0.0,False,False,2026-01-20T20:04:33.782546
