message_id,channel_name,image_path,detection_count,detected_classes,image_category,confidence_score,has_person,has_product,processed_at
22129,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22129.jpg,1,bottle,product_display,0.7326324582099915,False,True,2026-01-20T20:30:15.509644
22130,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22130.jpg,2,"bottle, book",product_display,0.2869125008583069,False,True,2026-01-20T20:30:15.809687
22131,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22131.jpg,3,"bottle, person",promotional,0.5082254409790039,True,True,2026-01-20T20:30:16.208818
22132,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22132.jpg,0,none,other,0.0,False,False,2026-01-20T20:30:16.560183
22133,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22133.jpg,2,"person, refrigerator",lifestyle,0.7616232633590698,True,False,2026-01-20T20:30:16.934335
22134,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22134.jpg,2,"person, book",lifestyle,0.38788892328739166,True,False,2026-01-20T20:30:17.330743
22135,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22135.jpg,1,refrigerator,other,0.38142117857933044,False,False,2026-01-20T20:30:17.613484
22136,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22136.jpg,0,none,other,0.0,False,False,2026-01-20T20:30:17.999220
22137,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22137.jpg,1,cell phone,other,0.31958022713661194,False,False,2026-01-20T20:30:18.378109
22138,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22138.jpg,1,clock,other,0.36091986298561096,False,False,2026-01-20T20:30:18.659175
22139,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22139.jpg,1,bottle,product_display,0.7326324582099915,False,True,2026-01-20T20:30:19.055426
22140,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22140.jpg,2,"bottle, book",product_display,0.2869125008583069,False,True,2026-01-20T20:30:19.338308
22141,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22141.jpg,3,"bottle, person",promotional,0.5082254409790039,True,True,2026-01-20T20:30:19.605954
22142,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22142.jpg,0,none,other,0.0,False,False,2026-01-20T20:30:19.834240
22143,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22143.jpg,2,"person, refrigerator",lifestyle,0.7616232633590698,True,False,2026-01-20T20:30:20.117206
22144,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22144.jpg,2,"person, book",lifestyle,0.38788892328739166,True,False,2026-01-20T20:30:20.426948
22145,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22145.jpg,1,bottle,product_display,0.8006815314292908,False,True,2026-01-20T20:30:20.726762
22146,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22146.jpg,1,bottle,product_display,0.5791776776313782,False,True,2026-01-20T20:30:21.089463
22147,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22147.jpg,1,bottle,product_display,0.38477855920791626,False,True,2026-01-20T20:30:21.355165
22148,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22148.jpg,2,person,lifestyle,0.4608868509531021,True,False,2026-01-20T20:30:21.633024
22149,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22149.jpg,1,bottle,product_display,0.9318896532058716,False,True,2026-01-20T20:30:21.899896
22150,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22150.jpg,0,none,other,0.0,False,False,2026-01-20T20:30:22.171507
22151,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22151.jpg,2,"bottle, dining table",product_display,0.6212539374828339,False,True,2026-01-20T20:30:22.417469
22152,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22152.jpg,0,none,other,0.0,False,False,2026-01-20T20:30:22.682650
22153,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22153.jpg,1,clock,other,0.36091986298561096,False,False,2026-01-20T20:30:22.976262
22154,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22154.jpg,0,none,other,0.0,False,False,2026-01-20T20:30:23.222769
22155,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22155.jpg,1,refrigerator,other,0.38142117857933044,False,False,2026-01-20T20:30:23.548845
22156,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22156.jpg,1,refrigerator,other,0.45795008540153503,False,False,2026-01-20T20:30:23.814793
22157,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22157.jpg,1,refrigerator,other,0.499969482421875,False,False,2026-01-20T20:30:24.197282
22158,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22158.jpg,1,refrigerator,other,0.3571476936340332,False,False,2026-01-20T20:30:24.473027
22159,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22159.jpg,0,none,other,0.0,False,False,2026-01-20T20:30:24.747420
22160,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22160.jpg,1,bottle,product_display,0.5016388893127441,False,True,2026-01-20T20:30:25.002627
22161,lobelia_cosmetics,data\raw\images\lobelia_cosmetics\22161.jpg,1,refrigerator,other,0.28109970688819885,False,False,2026-01-20T20:30:25.295050
